"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value","Gene Name"
"doxorubicin","MCF7","24","10","up regulation","19.879","CASP2"
"doxorubicin","Hep G2","6","10","up regulation","16.865","GATA3"
"doxorubicin","Hep G2","6","10","up regulation","15.705","FBXO11"
"doxorubicin","A549","24","10","up regulation","13.383","CXCR4"
"doxorubicin","A549","24","10","up regulation","12.392","FOXO4"
"doxorubicin","MCF7","6","10","up regulation","11.744","EAPP"
"doxorubicin","MCF7","6","10","up regulation","11.166","HLA-DMA"
"doxorubicin","PC-3","6","10","up regulation","10.376","BTK"
"doxorubicin","PC-3","24","10","up regulation","10.191","WASF3"
"doxorubicin","MCF7","24","10","up regulation","10.091","C5"
"doxorubicin","MCF7","24","10","up regulation","9.694","APOE"
"doxorubicin","Hep G2","6","10","up regulation","9.576","P4HTM"
"doxorubicin","MCF7","24","10","up regulation","9.42","PTGS2"
"doxorubicin","MCF7","24","10","up regulation","9.419","PRKCQ"
"doxorubicin","MCF7","6","10","up regulation","9.229","MYLK"
"doxorubicin","A549","24","10","up regulation","9.153","CASP2"
"doxorubicin","A-375","6","10","up regulation","9.146","MYLK"
"doxorubicin","MCF7","24","10","up regulation","9.089","GLI2"
"doxorubicin","MCF7","6","10","up regulation","9.007","TCTN1"
"doxorubicin","MCF7","24","10","up regulation","8.624","BMP4"
"doxorubicin","MCF7","24","10","up regulation","8.594","IKBKB"
"doxorubicin","MCF7","6","10","up regulation","8.541","ADCK3"
"doxorubicin","MCF7","24","10","up regulation","8.53","PTK2B"
"doxorubicin","MCF7","24","10","up regulation","8.446","MMP1"
"doxorubicin","MCF7","6","10","up regulation","8.358","C5"
"doxorubicin","MCF7","6","10","up regulation","8.274","EPHA3"
"doxorubicin","MCF7","24","10","up regulation","8.259","CERK"
"doxorubicin","MCF7","24","10","up regulation","8.138","IL1B"
"doxorubicin","MCF7","24","10","up regulation","7.935","SYK"
"doxorubicin","MCF7","24","10","up regulation","7.887","HYOU1"
"doxorubicin","MCF7","6","10","up regulation","7.819","MEF2C"
"doxorubicin","MCF7","24","10","up regulation","7.732","TCTN1"
"doxorubicin","A549","24","10","up regulation","7.722","GPER"
"doxorubicin","A549","6","10","up regulation","7.681","STK10"
"doxorubicin","MCF7","24","10","up regulation","7.679","TERT"
"doxorubicin","MCF7","24","10","up regulation","7.672","MEF2C"
"doxorubicin","A-375","6","10","up regulation","7.63","IKZF1"
"doxorubicin","MCF7","6","10","up regulation","7.594","PHKB"
"doxorubicin","A549","24","10","up regulation","7.586","C2CD2L"
"doxorubicin","MCF7","24","10","up regulation","7.527","RAB27A"
"doxorubicin","MCF7","24","10","up regulation","7.518","ETS1"
"doxorubicin","MCF7","24","10","up regulation","7.493","MYL9"
"doxorubicin","Hep G2","6","10","up regulation","7.457","DMTF1"
"doxorubicin","MCF7","24","10","up regulation","7.39","USP14"
"doxorubicin","Hep G2","6","10","up regulation","7.287","ADRB2"
"doxorubicin","Hep G2","6","10","up regulation","7.156","EPHB2"
"doxorubicin","Hep G2","6","10","up regulation","7.13","HIST1H2BK"
