"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value","Gene Name"
"Selumetinib","A-375","24","80","up regulation","22.096","MYLK"
"Selumetinib","A673","6","80","up regulation","20.699","MYLK"
"Selumetinib","AGS","6","80","up regulation","20.474","HOXA10"
"Selumetinib","Hs 578T","24","0.08","up regulation","20.25","ADCK3"
"Selumetinib","A673","6","80","up regulation","19.193","NNT"
"Selumetinib","A673","6","80","up regulation","17.573","SQRDL"
"Selumetinib","MCF7","24","0.08","up regulation","17.301","PAK6"
"Selumetinib","HT-29","24","80","up regulation","16.257","E2F2"
"Selumetinib","A673","6","80","up regulation","16.002","ADAM10"
"Selumetinib","MCF7","6","0.1235","up regulation","14.822","EPHB2"
"Selumetinib","Hs 578T","24","2","up regulation","14.808","MAP7"
"Selumetinib","SW-948","6","80","up regulation","14.609","SGCB"
"Selumetinib","MDST8","6","80","up regulation","13.92","CXCL2"
"Selumetinib","AGS","6","80","up regulation","13.884","TGFBR2"
"Selumetinib","MCF7","24","2","up regulation","13.849","MYLK"
"Selumetinib","SK-LU-1","6","80","up regulation","13.601","ME2"
"Selumetinib","DV-90","6","80","up regulation","13.496","KIF5C"
"Selumetinib","NCI-H2073","6","80","up regulation","13.469","MYLK"
"Selumetinib","A673","6","80","up regulation","13.437","DHDDS"
"Selumetinib","MDA-MB-231","24","0.08","up regulation","13.289","USP7"
"Selumetinib","A673","6","80","up regulation","13.185","SESN1"
"Selumetinib","MCF7","6","0.1235","up regulation","13.025","MAMLD1"
"Selumetinib","DV-90","6","80","up regulation","12.844","ADRB2"
"Selumetinib","MCF7","24","0.08","up regulation","12.367","SPP1"
"Selumetinib","MCF7","6","80","up regulation","12.178","MAMLD1"
"Selumetinib","A-375","24","80","up regulation","12.111","ST6GALNAC2"
"Selumetinib","MCF7","6","0.3704","up regulation","11.958","FBXO11"
"Selumetinib","SK-BR-3","24","0.4","up regulation","11.833","PHF15"
"Selumetinib","SW620","6","80","up regulation","11.461","FBXO11"
"Selumetinib","A-375","24","80","up regulation","11.385","JUN"
"Selumetinib","NCI-H596","6","80","up regulation","11.26","DHDDS"
"Selumetinib","AGS","6","80","up regulation","10.654","SATB1"
"Selumetinib","AGS","6","80","up regulation","10.599","HSPA1A"
"Selumetinib","MDST8","6","80","up regulation","10.568","INPP4B"
"Selumetinib","A-375","24","80","up regulation","10.358","IKZF1"
"Selumetinib","BT-20","6","0.4","up regulation","10.224","HDGFRP3"
"Selumetinib","BT-20","6","0.4","up regulation","10.2","KIF5C"
"Selumetinib","SW620","6","80","up regulation","10.127","MYLK"
"Selumetinib","BT-20","6","0.4","up regulation","9.954","NT5DC2"
"Selumetinib","DV-90","6","80","up regulation","9.784","GATA3"
"Selumetinib","SK-MEL-1","6","80","up regulation","9.744","SQRDL"
"Selumetinib","A-375","24","80","up regulation","9.727","SOX2"
"Selumetinib","NCI-H2073","6","80","up regulation","9.636","NFATC4"
"Selumetinib","SW-948","6","80","up regulation","9.503","MAP7"
"Selumetinib","MCF7","24","10","up regulation","9.458","LYN"
"Selumetinib","HT-29","24","80","up regulation","9.452","NARFL"
"Selumetinib","HT-29","6","80","up regulation","9.306","E2F2"
"Selumetinib","HT-29","24","80","up regulation","9.266","KLHL9"
"Selumetinib","HT-29","24","80","up regulation","8.98","PIK3R3"
