"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value","Gene Name"
"Gefitinib","MCF7","6","1.1111","up regulation","14.514","CDK6"
"Gefitinib","MCF7","24","2","up regulation","12.076","ADCK3"
"Gefitinib","MCF7","24","2","up regulation","11.685","PAK1"
"Gefitinib","HT-29","6","10","up regulation","9.907","MCOLN1"
"Gefitinib","A549","6","10","up regulation","9.582","FBXO11"
"Gefitinib","SK-BR-3","6","2","up regulation","9.078","CNOT4"
"Gefitinib","SK-BR-3","6","2","up regulation","8.986","SGCB"
"Gefitinib","PC-3","24","10","up regulation","8.815","SIRT3"
"Gefitinib","SK-BR-3","6","10","up regulation","8.631","IDE"
"Gefitinib","BT-20","24","2","up regulation","8.519","MEF2C"
"Gefitinib","A549","6","0.3704","up regulation","8.461","CDK6"
"Gefitinib","A549","6","10","up regulation","8.369","PECR"
"Gefitinib","A549","6","10","up regulation","8.365","TLR4"
"Gefitinib","BT-20","24","0.08","up regulation","8.279","KLHL21"
"Gefitinib","MCF7","6","1.1111","up regulation","8.2","KLHL21"
"Gefitinib","A549","6","10","up regulation","8.125","CDK6"
"Gefitinib","MDA-MB-231","6","2","up regulation","7.971","CDK6"
"Gefitinib","Hs 578T","24","0.4","up regulation","7.943","CASP2"
"Gefitinib","HT-29","6","10","up regulation","7.739","MYLK"
"Gefitinib","BT-20","6","0.08","up regulation","7.608","ADRB2"
"Gefitinib","HT-29","6","10","up regulation","7.235","CXCL2"
"Gefitinib","Hs 578T","6","0.08","up regulation","6.83","ME2"
"Gefitinib","SK-BR-3","6","10","up regulation","6.824","CDK6"
"Gefitinib","BT-20","6","10","up regulation","6.637","TGFBR2"
"Gefitinib","BT-20","24","2","up regulation","6.601","PAK1"
"Gefitinib","MDA-MB-231","24","0.08","up regulation","6.536","FBXO11"
"Gefitinib","A549","6","0.3704","up regulation","6.463","MCOLN1"
"Gefitinib","SK-BR-3","24","2","up regulation","6.445","CASP2"
"Gefitinib","BT-20","24","2","up regulation","6.261","ADCK3"
"Gefitinib","MCF7","6","2","up regulation","6.172","GNAI1"
"Gefitinib","SK-BR-3","6","2","up regulation","6.158","SIRT3"
"Gefitinib","BT-20","24","2","up regulation","6.11","RRS1"
"Gefitinib","VCaP","24","10","up regulation","6.066","ADAM10"
"Gefitinib","A549","6","10","up regulation","6.064","ADAM10"
"Gefitinib","Hs 578T","6","0.08","up regulation","5.976","TLR4"
"Gefitinib","BT-20","6","0.08","up regulation","5.936","SUV39H1"
"Gefitinib","BT-20","24","2","up regulation","5.914","RAB11FIP2"
"Gefitinib","SK-BR-3","6","2","up regulation","5.872","RAB11FIP2"
"Gefitinib","MDA-MB-231","24","0.08","up regulation","5.641","LYN"
"Gefitinib","SK-BR-3","6","10","up regulation","5.599","PHF15"
"Gefitinib","Hs 578T","24","0.4","up regulation","5.576","GPER"
"Gefitinib","PC-3","24","10","up regulation","5.53","SESN1"
"Gefitinib","SK-BR-3","24","10","up regulation","5.407","MAMLD1"
"Gefitinib","A549","6","10","up regulation","5.348","GPER"
"Gefitinib","Hs 578T","6","0.08","up regulation","5.278","PRKCH"
"Gefitinib","PC-3","24","10","up regulation","5.261","EPHB2"
"Gefitinib","SK-BR-3","24","10","up regulation","5.206","SPP1"
"Gefitinib","SK-BR-3","24","2","up regulation","5.177","TSPAN6"
"Gefitinib","BT-20","6","10","up regulation","5.16","EPHB2"
"Gefitinib","MCF7","24","2","up regulation","5.017","SATB1"
"Gefitinib","HT-29","6","10","up regulation","4.968","DDIT4"
"Gefitinib","SK-BR-3","24","2","up regulation","4.954","SPAG4"
"Gefitinib","A549","6","0.0015","up regulation","4.935","FAS"
"Gefitinib","HT-29","6","10","up regulation","4.782","ANO10"
"Gefitinib","SK-BR-3","24","2","up regulation","4.77","PACSIN3"
"Gefitinib","A549","6","0.3704","up regulation","4.74","INTS3"
"Gefitinib","MCF7","6","10","up regulation","4.738","RAB11FIP2"
"Gefitinib","BT-20","24","2","up regulation","4.616","SNAP25"
"Gefitinib","MCF7","6","10","up regulation","4.593","INTS3"
"Gefitinib","SK-BR-3","6","2","up regulation","4.577","PTGS2"
"Gefitinib","MCF7","6","10","up regulation","4.555","SLC1A4"
"Gefitinib","A549","6","0.0015","up regulation","4.499","INPP4B"
"Gefitinib","MCF7","6","0.0015","up regulation","4.408","AGL"
"Gefitinib","A549","6","10","up regulation","4.336","PXMP2"
"Gefitinib","Hep G2","6","10","up regulation","4.329","FDFT1"
"Gefitinib","MCF7","6","1.1111","up regulation","4.306","STX1A"
"Gefitinib","HT-29","6","10","up regulation","4.247","ADRB2"
"Gefitinib","Hs 578T","6","0.08","up regulation","4.162","RALGDS"
"Gefitinib","MDA-MB-231","6","0.4","up regulation","4.151","GATA2"
"Gefitinib","A549","6","10","up regulation","4.149","DDIT4"
"Gefitinib","SK-BR-3","6","10","up regulation","4.134","CFLAR"
"Gefitinib","SK-BR-3","6","2","up regulation","4.122","ABHD4"
"Gefitinib","MDA-MB-231","6","0.4","up regulation","4.104","SGCB"
"Gefitinib","Hs 578T","24","0.4","up regulation","4.05","AGL"
"Gefitinib","VCaP","24","10","up regulation","4.035","RELB"
"Gefitinib","A549","6","10","up regulation","4.011","TSC22D3"
"Gefitinib","SK-BR-3","6","10","up regulation","3.975","SNX11"
"Gefitinib","MCF7","6","2","up regulation","3.969","ID2"
"Gefitinib","SK-BR-3","6","2","up regulation","3.945","IGF2BP2"
"Gefitinib","A549","6","10","up regulation","3.926","CASP2"
"Gefitinib","MCF7","24","2","up regulation","3.886","FGFR4"
"Gefitinib","PC-3","24","10","up regulation","3.866","CDK6"
"Gefitinib","VCaP","24","10","up regulation","3.849","ECD"
"Gefitinib","BT-20","6","10","up regulation","3.821","IDE"
"Gefitinib","MDA-MB-231","6","2","up regulation","3.811","HEATR1"
"Gefitinib","SK-BR-3","6","10","up regulation","3.788","HOMER2"
"Gefitinib","SK-BR-3","6","2","up regulation","3.76","CD44"
"Gefitinib","A549","6","10","up regulation","3.731","E2F2"
"Gefitinib","SK-BR-3","24","2","up regulation","3.687","CDKN1A"
"Gefitinib","SK-BR-3","6","2","up regulation","3.654","GPATCH8"
"Gefitinib","MCF7","6","10","up regulation","3.65","AMDHD2"
"Gefitinib","Hs 578T","24","2","up regulation","3.625","CXCR4"
"Gefitinib","MCF7","6","0.0015","up regulation","3.612","CDCA4"
"Gefitinib","A549","6","10","up regulation","3.608","PHGDH"
"Gefitinib","MDA-MB-231","6","2","up regulation","3.595","TIAM1"
"Gefitinib","Hs 578T","24","2","up regulation","3.593","CASP3"
"Gefitinib","SK-BR-3","24","2","up regulation","3.584","FAM57A"
"Gefitinib","SK-BR-3","24","10","up regulation","3.583","EPHB2"
"Gefitinib","A549","6","0.0015","up regulation","3.578","ZNF586"
"Gefitinib","SK-BR-3","24","2","up regulation","3.57","DNM1"
"Gefitinib","MCF7","6","0.0015","up regulation","3.566","FOXJ3"
"Gefitinib","MCF7","6","1.1111","up regulation","3.545","MLLT11"
"Gefitinib","A549","6","10","up regulation","3.518","AGL"
"Gefitinib","Hep G2","6","10","up regulation","3.484","GNB5"
"Gefitinib","MDA-MB-231","6","2","up regulation","3.481","SATB1"
"Gefitinib","MDA-MB-231","6","2","up regulation","3.459","SNX11"
"Gefitinib","SK-BR-3","6","10","up regulation","3.449","AXIN1"
"Gefitinib","MCF7","24","2","up regulation","3.448","GPC1"
"Gefitinib","MCF7","24","2","up regulation","3.435","RRP12"
"Gefitinib","MDA-MB-231","24","0.08","up regulation","3.425","CCND1"
"Gefitinib","BT-20","6","10","up regulation","3.421","ACBD3"
"Gefitinib","MCF7","6","1.1111","up regulation","3.416","EED"
"Gefitinib","SK-BR-3","24","10","up regulation","3.413","GAA"
"Gefitinib","Hs 578T","6","0.08","up regulation","3.412","TLK2"
"Gefitinib","Hs 578T","24","2","up regulation","3.392","ZNF274"
"Gefitinib","SK-BR-3","6","10","up regulation","3.38","DAXX"
"Gefitinib","SK-BR-3","24","2","up regulation","3.357","CHP"
"Gefitinib","MDA-MB-231","24","0.08","up regulation","3.346","CDK19"
"Gefitinib","SK-BR-3","6","2","up regulation","3.333","DCUN1D4"
"Gefitinib","BT-20","6","0.08","up regulation","3.333","XPNPEP1"
"Gefitinib","MDA-MB-231","6","2","up regulation","3.332","WDR7"
"Gefitinib","MCF7","6","1.1111","up regulation","3.319","KIAA0100"
"Gefitinib","MCF7","6","1.1111","up regulation","3.309","NOL3"
"Gefitinib","Hs 578T","6","0.08","up regulation","3.299","RAB11FIP2"
"Gefitinib","VCaP","24","10","up regulation","3.296","FBXO11"
"Gefitinib","SK-BR-3","6","2","up regulation","3.293","TCTN1"
"Gefitinib","Hep G2","6","10","up regulation","3.27","GHR"
"Gefitinib","SK-BR-3","6","10","up regulation","3.239","MSRA"
"Gefitinib","BT-20","6","0.08","up regulation","3.232","HEATR1"
"Gefitinib","Hs 578T","24","2","up regulation","3.208","FSD1"
"Gefitinib","MCF7","6","1.1111","up regulation","3.206","CAB39"
"Gefitinib","SK-BR-3","24","2","up regulation","3.198","CCDC92"
"Gefitinib","A549","6","0.0015","up regulation","3.196","ALDOC"
"Gefitinib","BT-20","24","2","up regulation","3.19","KLHL21"
"Gefitinib","BT-20","24","2","up regulation","3.179","ENOSF1"
"Gefitinib","BT-20","24","0.08","up regulation","3.166","SUV39H1"
"Gefitinib","MCF7","6","0.0015","up regulation","3.163","RAB4A"
"Gefitinib","SK-BR-3","6","10","up regulation","3.156","RGS2"
"Gefitinib","MDA-MB-231","6","2","up regulation","3.155","KCNK1"
"Gefitinib","SK-BR-3","6","10","up regulation","3.155","HERC6"
"Gefitinib","SK-BR-3","24","2","up regulation","3.15","DUSP22"
"Gefitinib","SK-BR-3","6","10","up regulation","3.143","TOPBP1"
"Gefitinib","MCF7","6","1.1111","up regulation","3.131","G3BP1"
"Gefitinib","HT-29","6","10","up regulation","3.118","AARS"
"Gefitinib","MCF7","6","1.1111","up regulation","3.108","PRR15L"
"Gefitinib","Hs 578T","24","0.4","up regulation","3.107","PLSCR3"
"Gefitinib","A549","6","0.0015","up regulation","3.091","ZNF131"
"Gefitinib","Hs 578T","24","0.4","up regulation","3.08","AKAP8"
"Gefitinib","Hep G2","6","10","up regulation","3.076","KIF14"
"Gefitinib","VCaP","24","10","up regulation","3.071","SORBS3"
"Gefitinib","BT-20","24","2","up regulation","3.063","NFATC4"
"Gefitinib","MCF7","6","0.0015","up regulation","3.055","MAP7"
"Gefitinib","A549","6","10","up regulation","3.037","INSIG1"
"Gefitinib","SK-BR-3","6","10","up regulation","3.019","SPAG4"
"Gefitinib","HT-29","6","10","up regulation","3.013","IKZF1"
"Gefitinib","HT-29","6","10","up regulation","3.012","PHGDH"
"Gefitinib","MCF7","6","10","up regulation","3.006","WFS1"
"Gefitinib","SK-BR-3","6","10","up regulation","3.003","NFE2L2"
"Gefitinib","MCF7","6","0.0015","up regulation","3.002","KDELR2"
"Gefitinib","MCF7","6","0.0015","up regulation","3.001","TPD52L2"
"Gefitinib","VCaP","24","10","up regulation","2.999","TLE1"
"Gefitinib","SK-BR-3","6","10","up regulation","2.999","PACSIN3"
"Gefitinib","Hs 578T","6","0.08","up regulation","2.993","MYCBP"
"Gefitinib","Hep G2","6","10","up regulation","2.99","HK1"
"Gefitinib","Hs 578T","24","0.4","up regulation","2.99","SLC27A3"
"Gefitinib","SK-BR-3","6","2","up regulation","2.977","WFS1"
"Gefitinib","Hs 578T","24","0.4","up regulation","2.963","ZNF131"
"Gefitinib","HT-29","6","10","up regulation","2.958","DDX42"
"Gefitinib","MDA-MB-231","24","0.08","up regulation","2.949","ZNF586"
"Gefitinib","BT-20","6","0.08","up regulation","2.936","GRN"
"Gefitinib","PC-3","24","10","up regulation","2.928","TLR4"
"Gefitinib","MDA-MB-231","6","0.4","up regulation","2.925","INTS3"
"Gefitinib","BT-20","6","0.08","up regulation","2.911","WFS1"
"Gefitinib","HT-29","6","10","up regulation","2.901","ABHD6"
"Gefitinib","SK-BR-3","6","2","up regulation","2.897","RFC5"
"Gefitinib","MCF7","6","0.0015","up regulation","2.896","HEBP1"
"Gefitinib","A549","6","0.0015","up regulation","2.891","CXCL2"
"Gefitinib","MCF7","6","1.1111","up regulation","2.89","AMDHD2"
"Gefitinib","SK-BR-3","24","2","up regulation","2.889","ERO1L"
"Gefitinib","SK-BR-3","24","2","up regulation","2.889","SSBP2"
"Gefitinib","A549","6","10","up regulation","2.883","MSRA"
