"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value","Gene Name"
"tamoxifen","A-375","24","10","up regulation","21.333","PAK1"
"tamoxifen","A-375","24","10","up regulation","17.446","SPP1"
"tamoxifen","A-375","24","10","up regulation","15.612","INSIG1"
"tamoxifen","A-375","24","10","up regulation","13.637","HMGCR"
"tamoxifen","A-375","24","10","up regulation","12.084","HMGCS1"
"tamoxifen","A-375","24","10","up regulation","11.438","MYLK"
"tamoxifen","A-375","6","10","up regulation","11.347","PAK1"
"tamoxifen","A-375","24","10","up regulation","10.823","MAP7"
"tamoxifen","A-375","24","10","up regulation","10.062","ADO"
"tamoxifen","A549","24","10","up regulation","9.991","ALDOC"
"tamoxifen","A-375","6","10","up regulation","9.247","NARFL"
"tamoxifen","A549","24","10","up regulation","8.559","INSIG1"
"tamoxifen","A549","6","10","up regulation","8.469","PAK1"
"tamoxifen","A-375","6","10","up regulation","8.218","IKBKE"
"tamoxifen","PC-3","6","10","up regulation","8.192","MAMLD1"
"tamoxifen","A549","24","10","up regulation","7.871","ACAT2"
"tamoxifen","HT-29","24","10","up regulation","7.842","MALT1"
"tamoxifen","A-375","24","10","up regulation","7.819","SLC1A4"
"tamoxifen","HT-29","24","10","up regulation","7.805","MYLK"
"tamoxifen","A549","6","10","up regulation","7.603","CNOT4"
"tamoxifen","A-375","6","10","up regulation","7.556","GHR"
"tamoxifen","A-375","24","10","up regulation","7.471","SYNE2"
"tamoxifen","A-375","24","10","up regulation","7.389","FDFT1"
"tamoxifen","HT-29","24","10","up regulation","7.226","DDIT4"
"tamoxifen","PC-3","6","10","up regulation","7.224","E2F2"
"tamoxifen","A-375","6","10","up regulation","7.103","GPC1"
"tamoxifen","A549","6","10","up regulation","7.09","TIAM1"
"tamoxifen","A-375","24","10","up regulation","7.061","KLHL9"
"tamoxifen","PC-3","6","10","up regulation","6.904","PAK1"
"tamoxifen","A-375","24","10","up regulation","6.891","SQSTM1"
"tamoxifen","A-375","6","10","up regulation","6.664","PTGS2"
"tamoxifen","A549","24","10","up regulation","6.381","SLC2A6"
"tamoxifen","A-375","24","10","up regulation","6.369","HTRA1"
"tamoxifen","A-375","24","10","up regulation","6.362","SNCA"
"tamoxifen","HT-29","6","10","up regulation","6.347","MAPK1IP1L"
"tamoxifen","A-375","24","10","up regulation","6.265","EBP"
"tamoxifen","A549","24","10","up regulation","6.22","ELOVL6"
"tamoxifen","A549","24","10","up regulation","6.12","HMGCS1"
"tamoxifen","A-375","24","10","up regulation","6.12","APBB2"
"tamoxifen","A549","6","10","up regulation","6.103","IKZF1"
"tamoxifen","A-375","24","10","up regulation","6.09","HMOX1"
"tamoxifen","A-375","6","10","up regulation","5.952","WDR7"
"tamoxifen","A-375","24","10","up regulation","5.936","SLC2A6"
"tamoxifen","HT-29","24","10","up regulation","5.89","EDEM1"
"tamoxifen","A-375","6","10","up regulation","5.831","PCK2"
"tamoxifen","A-375","6","10","up regulation","5.806","HERC6"
"tamoxifen","HT-29","6","10","up regulation","5.746","BCL2"
"tamoxifen","A549","6","10","up regulation","5.65","GNPDA1"
"tamoxifen","A549","24","10","up regulation","5.595","EBP"
"tamoxifen","VCaP","6","10","up regulation","5.586","CHP"
"tamoxifen","A-375","24","10","up regulation","5.525","TGFBR2"
"tamoxifen","HT-29","24","10","up regulation","5.457","TSC22D3"
"tamoxifen","A549","6","10","up regulation","5.436","PCK2"
"tamoxifen","MCF7","24","10","up regulation","5.282","GNAS"
"tamoxifen","HT-29","6","10","up regulation","5.274","CDKN1A"
"tamoxifen","A-375","24","10","up regulation","5.255","PHF15"
"tamoxifen","MCF7","24","10","up regulation","5.24","RAP1GAP"
"tamoxifen","A-375","24","10","up regulation","5.216","GNPDA1"
"tamoxifen","HT-29","24","10","up regulation","5.193","MCOLN1"
"tamoxifen","HT-29","24","10","up regulation","5.185","INSIG1"
"tamoxifen","A-375","24","10","up regulation","5.18","RAB21"
"tamoxifen","A-375","24","10","up regulation","5.179","NPC1"
"tamoxifen","A-375","24","10","up regulation","5.156","VAT1"
"tamoxifen","A-375","6","10","up regulation","5.147","STK10"
"tamoxifen","A-375","24","10","up regulation","5.123","ACAT2"
"tamoxifen","MCF7","24","10","up regulation","5.087","NFATC3"
"tamoxifen","MCF7","24","10","up regulation","5.082","ATP1B1"
"tamoxifen","A-375","24","10","up regulation","5.054","ALDOC"
"tamoxifen","A-375","6","10","up regulation","5.053","HMOX1"
"tamoxifen","A-375","24","10","up regulation","4.829","ELOVL6"
"tamoxifen","PC-3","6","10","up regulation","4.802","DDX42"
