"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value","Gene Name"
"Bortezomib","VCaP","6","0.04","up regulation","22.298","HMOX1"
"Bortezomib","U-937","6","0.04","up regulation","20.696","TGFBR2"
"Bortezomib","THP-1","6","0.04","up regulation","20.426","SNAP25"
"Bortezomib","WSU-DLCL2","6","0.04","up regulation","20.102","ABCC5"
"Bortezomib","U-937","6","0.04","up regulation","19.679","SGCB"
"Bortezomib","AGS","6","0.04","up regulation","18.671","HSPA1A"
"Bortezomib","WSU-DLCL2","6","0.04","up regulation","17.735","SPP1"
"Bortezomib","THP-1","6","0.04","up regulation","17.199","HMOX1"
"Bortezomib","VCaP","6","0.04","up regulation","15.917","HSPA1A"
"Bortezomib","MDST8","6","0.04","up regulation","15.616","E2F2"
"Bortezomib","WSU-DLCL2","6","0.04","up regulation","14.937","INPP4B"
"Bortezomib","SK-MEL-1","6","0.04","up regulation","14.442","CDK6"
"Bortezomib","U-937","6","0.04","up regulation","14.118","HMOX1"
"Bortezomib","VCaP","6","0.04","up regulation","14.085","BAG3"
"Bortezomib","A673","6","0.04","up regulation","14.009","DDIT4"
"Bortezomib","SNG-M","6","0.04","up regulation","13.915","TGFBR2"
"Bortezomib","MCF7","24","50","up regulation","13.576","RGS2"
"Bortezomib","MDST8","6","0.04","up regulation","13.499","EAPP"
"Bortezomib","MCF7","6","16.6667","up regulation","13.293","TLR4"
"Bortezomib","WSU-DLCL2","6","0.04","up regulation","13.056","PECR"
"Bortezomib","MCF7","6","5.5556","up regulation","12.707","HMOX1"
"Bortezomib","SK-MEL-1","6","0.04","up regulation","12.687","E2F2"
"Bortezomib","AGS","6","0.04","up regulation","12.587","MBTPS1"
"Bortezomib","A673","6","0.04","up regulation","12.466","ERBB3"
"Bortezomib","MCF7","6","1.8519","up regulation","12.439","HMOX1"
"Bortezomib","NCI-H2073","6","0.04","up regulation","12.149","FKBP14"
"Bortezomib","MDST8","6","0.04","up regulation","12.126","DDIT4"
"Bortezomib","NCI-H2073","6","0.04","up regulation","12.019","EAPP"
"Bortezomib","MCF7","6","1.8519","up regulation","11.961","DDIT4"
"Bortezomib","MCF7","6","5.5556","up regulation","11.855","DDIT4"
"Bortezomib","MCF7","6","16.6667","up regulation","11.807","DDIT4"
"Bortezomib","AGS","6","0.04","up regulation","11.627","RPL39L"
"Bortezomib","MCF7","6","16.6667","up regulation","11.415","RAC2"
"Bortezomib","HT-29","24","0.04","up regulation","11.277","CYTH1"
"Bortezomib","U-937","6","0.04","up regulation","11.049","GNA11"
"Bortezomib","U-937","6","0.04","up regulation","11.025","PDLIM1"
"Bortezomib","MCF7","24","0.04","up regulation","10.808","TRIB1"
"Bortezomib","NOMO-1","6","0.04","up regulation","10.674","NFIL3"
"Bortezomib","MCF7","24","0.04","up regulation","10.613","P4HA2"
"Bortezomib","VCaP","6","0.04","up regulation","10.585","DDIT4"
"Bortezomib","MCF7","24","16.6667","up regulation","10.58","RAC2"
"Bortezomib","HT-29","24","0.04","up regulation","10.469","DNAJB1"
"Bortezomib","WSU-DLCL2","6","0.04","up regulation","10.283","TIAM1"
"Bortezomib","MCF7","24","50","up regulation","10.201","HMOX1"
"Bortezomib","NCI-H596","6","0.04","up regulation","10.179","MBTPS1"
"Bortezomib","AGS","6","0.04","up regulation","10.13","MLLT11"
"Bortezomib","MDST8","6","0.04","up regulation","9.903","FBXO11"
"Bortezomib","MCF7","24","16.6667","up regulation","9.902","RGS2"
"Bortezomib","U-937","6","0.04","up regulation","9.901","HES1"
"Bortezomib","MCF7","6","16.6667","up regulation","9.879","HOXA10"
"Bortezomib","HT-29","24","0.04","up regulation","9.839","GADD45B"
"Bortezomib","MCF7","6","16.6667","up regulation","9.797","RFC2"
